Review_ID,Rating,Year_Month,Reviewer_Location,Branch
670772142,4,2019-4,Australia,Disneyland_HongKong
670682799,4,2019-5,Philippines,Disneyland_HongKong
670623270,4,2019-4,United Arab Emirates,Disneyland_HongKong
670607911,4,2019-4,Australia,Disneyland_HongKong
670607296,4,2019-4,United Kingdom,Disneyland_HongKong
670591897,3,2019-4,Singapore,Disneyland_HongKong
670585330,5,2019-4,India,Disneyland_HongKong
670574142,3,2019-3,Malaysia,Disneyland_HongKong
670571027,2,2019-4,Australia,Disneyland_HongKong
670570869,5,2019-3,India,Disneyland_HongKong
670443403,5,2019-4,United States,Disneyland_HongKong
670435886,5,2019-4,Canada,Disneyland_HongKong
670376905,4,2019-4,Australia,Disneyland_HongKong
670324965,5,2019-4,Philippines,Disneyland_HongKong
670274554,5,2018-9,Australia,Disneyland_HongKong
670205135,3,2019-1,United Kingdom,Disneyland_HongKong
670199487,4,2019-4,Myanmar (Burma),Disneyland_HongKong
670129921,3,2019-4,United Kingdom,Disneyland_HongKong
670099231,4,2019-4,Australia,Disneyland_HongKong
670033848,5,2018-11,Hong Kong,Disneyland_HongKong
670030877,5,2019-4,United Kingdom,Disneyland_HongKong
670022335,3,2019-4,United States,Disneyland_HongKong
670007081,3,2019-4,United States,Disneyland_HongKong
669996858,3,2019-4,Singapore,Disneyland_HongKong
669783708,5,2019-4,Australia,Disneyland_HongKong
669548161,3,2019-4,Hong Kong,Disneyland_HongKong
669528186,3,2019-4,Australia,Disneyland_HongKong
669403596,5,2018-12,Philippines,Disneyland_HongKong
669353396,5,2019-4,United Kingdom,Disneyland_HongKong
669186152,3,2019-4,Australia,Disneyland_HongKong
669093045,5,2019-4,Australia,Disneyland_HongKong
669050447,4,2019-4,Australia,Disneyland_HongKong
668819140,5,2019-4,Australia,Disneyland_HongKong
668798543,5,2019-4,China,Disneyland_HongKong
668777351,4,2018-12,Australia,Disneyland_HongKong
668611003,4,2019-4,Australia,Disneyland_HongKong
668374644,4,2019-4,United Kingdom,Disneyland_HongKong
668242919,4,2019-4,Australia,Disneyland_HongKong
668209978,5,2018-9,Australia,Disneyland_HongKong
668111738,5,2018-6,Hong Kong,Disneyland_HongKong
667962395,3,2019-4,United States,Disneyland_HongKong
667949538,5,2019-4,Australia,Disneyland_HongKong
667897767,4,2019-3,Philippines,Disneyland_HongKong
667633252,4,2019-2,United States,Disneyland_HongKong
667600609,4,2018-10,United Kingdom,Disneyland_HongKong
667509247,4,2019-4,United States,Disneyland_HongKong
667288224,5,2019-3,Australia,Disneyland_HongKong
667095433,5,2019-4,United Kingdom,Disneyland_HongKong
667093819,4,2019-4,Australia,Disneyland_HongKong
667079818,5,2019-4,Australia,Disneyland_HongKong
667072981,3,2019-3,Australia,Disneyland_HongKong
667023629,5,2019-4,United States,Disneyland_HongKong
666934099,5,2019-4,Singapore,Disneyland_HongKong
666902517,4,2019-4,Indonesia,Disneyland_HongKong
666756860,5,2019-2,Singapore,Disneyland_HongKong
666603173,5,2019-4,Qatar,Disneyland_HongKong
666542833,5,2019-1,United States,Disneyland_HongKong
666364898,3,2018-10,United States,Disneyland_HongKong
666362679,4,2018-9,United Kingdom,Disneyland_HongKong
666333440,3,2018-8,China,Disneyland_HongKong
666301225,5,2019-4,United Kingdom,Disneyland_HongKong
666297074,5,2019-1,India,Disneyland_HongKong
666277080,5,2019-3,United States,Disneyland_HongKong
666258185,3,2019-4,New Zealand,Disneyland_HongKong
666237713,5,2018-5,Sri Lanka,Disneyland_HongKong
666236967,5,2018-12,India,Disneyland_HongKong
666208969,5,2018-9,Australia,Disneyland_HongKong
666075052,4,2019-4,Hong Kong,Disneyland_HongKong
665910063,4,2019-3,United States,Disneyland_HongKong
665808902,5,2019-2,United States,Disneyland_HongKong
665724329,5,2019-3,Singapore,Disneyland_HongKong
665723381,4,2019-4,United Kingdom,Disneyland_HongKong
665486535,4,2019-4,Philippines,Disneyland_HongKong
665419841,5,2019-3,Singapore,Disneyland_HongKong
665245861,5,2019-4,Indonesia,Disneyland_HongKong
665163867,4,2019-4,Philippines,Disneyland_HongKong
665142678,5,2019-3,New Zealand,Disneyland_HongKong
665132719,5,2019-4,Uganda,Disneyland_HongKong
664929027,4,2019-3,Australia,Disneyland_HongKong
664668402,2,2019-4,Singapore,Disneyland_HongKong
664665673,5,2019-4,Canada,Disneyland_HongKong
664605295,5,2018-5,Malaysia,Disneyland_HongKong
664602208,5,2019-3,Hong Kong,Disneyland_HongKong
664599165,3,2019-4,New Zealand,Disneyland_HongKong
664424633,5,2019-4,Australia,Disneyland_HongKong
664378631,5,2019-4,India,Disneyland_HongKong
664132845,5,2019-4,United Kingdom,Disneyland_HongKong
664130489,4,2019-3,Australia,Disneyland_HongKong
664111486,5,2019-4,Thailand,Disneyland_HongKong
664091514,5,2019-4,United States,Disneyland_HongKong
663693003,5,2019-4,United Kingdom,Disneyland_HongKong
663522186,5,2019-4,Austria,Disneyland_HongKong
663443693,4,2019-4,Australia,Disneyland_HongKong
663374770,5,2019-4,United Kingdom,Disneyland_HongKong
663362365,2,2019-3,Canada,Disneyland_HongKong
663350807,5,2019-3,Indonesia,Disneyland_HongKong
663079041,5,2019-3,Australia,Disneyland_HongKong
662971560,4,2019-3,Singapore,Disneyland_HongKong
662786512,4,2019-3,Malaysia,Disneyland_HongKong
662694762,4,2019-3,United Kingdom,Disneyland_HongKong
662664830,3,2019-2,India,Disneyland_HongKong
662641193,1,2019-3,India,Disneyland_HongKong
662600452,4,2019-3,Singapore,Disneyland_HongKong
662592140,4,2019-4,United States,Disneyland_HongKong
662516931,5,2019-3,Australia,Disneyland_HongKong
662233037,5,2019-3,United Kingdom,Disneyland_HongKong
662156115,5,2019-3,Australia,Disneyland_HongKong
662013836,5,2019-3,Malaysia,Disneyland_HongKong
661955342,3,2019-3,Australia,Disneyland_HongKong
661814158,5,2019-3,Philippines,Disneyland_HongKong
661807684,4,2018-12,India,Disneyland_HongKong
661763501,5,2019-3,United States,Disneyland_HongKong
661743950,4,2019-3,Indonesia,Disneyland_HongKong
661666641,3,2019-2,Malaysia,Disneyland_HongKong
661255238,5,2019-3,India,Disneyland_HongKong
660968080,4,2019-3,United States,Disneyland_HongKong
660895571,5,2019-3,Hong Kong,Disneyland_HongKong
660868822,4,2019-3,New Zealand,Disneyland_HongKong
660684135,4,2019-3,Singapore,Disneyland_HongKong
660549776,4,2019-3,Canada,Disneyland_HongKong
660533490,3,2019-3,South Africa,Disneyland_HongKong
660438885,5,2019-2,China,Disneyland_HongKong
660325857,5,2019-3,Hong Kong,Disneyland_HongKong
660285578,2,2019-3,Canada,Disneyland_HongKong
660263284,5,2019-3,India,Disneyland_HongKong
660238861,5,2019-3,United States,Disneyland_HongKong
660061838,4,2019-2,Indonesia,Disneyland_HongKong
660034324,4,2019-3,Philippines,Disneyland_HongKong
659790654,5,2019-3,Indonesia,Disneyland_HongKong
659781438,3,2019-3,Philippines,Disneyland_HongKong
659769508,5,2019-2,Philippines,Disneyland_HongKong
659760916,4,2018-11,Hong Kong,Disneyland_HongKong
659729489,4,2019-3,Indonesia,Disneyland_HongKong
659463395,4,2019-3,Australia,Disneyland_HongKong
659386558,5,2019-3,Saudi Arabia,Disneyland_HongKong
659366150,5,2019-3,United States,Disneyland_HongKong
659159857,5,2019-3,Japan,Disneyland_HongKong
659143345,4,2019-3,Singapore,Disneyland_HongKong
659135851,4,2018-4,China,Disneyland_HongKong
659068670,5,2019-3,United Kingdom,Disneyland_HongKong
659035553,4,2019-3,United States,Disneyland_HongKong
658835883,3,2019-3,Thailand,Disneyland_HongKong
658827273,5,2019-3,United States,Disneyland_HongKong
658697573,2,2019-2,United Kingdom,Disneyland_HongKong
658624005,1,2019-3,United Arab Emirates,Disneyland_HongKong
658605834,5,2018-4,Philippines,Disneyland_HongKong
658533161,3,2019-3,Canada,Disneyland_HongKong
658356527,4,2019-3,Philippines,Disneyland_HongKong
658338907,4,2019-2,United States,Disneyland_HongKong
658336740,5,2018-10,Philippines,Disneyland_HongKong
658249715,4,2018-11,United States,Disneyland_HongKong
658211521,4,2019-3,Australia,Disneyland_HongKong
658205080,5,2019-3,Singapore,Disneyland_HongKong
658181715,5,2019-3,Philippines,Disneyland_HongKong
657942587,5,2019-3,Australia,Disneyland_HongKong
657601010,3,2018-7,Singapore,Disneyland_HongKong
657514703,5,2019-2,China,Disneyland_HongKong
657505142,4,2019-3,Australia,Disneyland_HongKong
657475578,5,2019-1,Hong Kong,Disneyland_HongKong
657429846,4,2019-3,United States,Disneyland_HongKong
656907182,5,2019-2,United Kingdom,Disneyland_HongKong
656647372,2,2018-11,Singapore,Disneyland_HongKong
656488720,5,2018-4,Australia,Disneyland_HongKong
656267615,5,2019-2,Indonesia,Disneyland_HongKong
656184418,5,2019-2,Australia,Disneyland_HongKong
656142751,5,2018-12,Canada,Disneyland_HongKong
656000962,5,2019-2,United States,Disneyland_HongKong
655940742,2,2019-2,Australia,Disneyland_HongKong
655933981,4,2019-2,India,Disneyland_HongKong
655891314,5,2019-1,New Zealand,Disneyland_HongKong
655849465,3,2019-2,United Kingdom,Disneyland_HongKong
655727862,4,2018-8,United Arab Emirates,Disneyland_HongKong
655549218,5,2019-1,Indonesia,Disneyland_HongKong
655346617,5,2019-2,Hong Kong,Disneyland_HongKong
655333001,4,2018-12,Indonesia,Disneyland_HongKong
655303646,5,2019-2,Australia,Disneyland_HongKong
655211698,5,2019-2,India,Disneyland_HongKong
655118586,3,2019-2,Indonesia,Disneyland_HongKong
655103830,4,2019-2,Philippines,Disneyland_HongKong
654876699,4,2019-2,United States,Disneyland_HongKong
654875575,4,2018-12,United Kingdom,Disneyland_HongKong
654750950,5,2019-2,United States,Disneyland_HongKong
654630865,3,2018-3,Australia,Disneyland_HongKong
654423405,4,2019-2,Australia,Disneyland_HongKong
654370766,5,2018-12,Philippines,Disneyland_HongKong
654311662,5,2019-2,United Arab Emirates,Disneyland_HongKong
654277432,4,2018-12,Philippines,Disneyland_HongKong
654262613,4,2018-5,Malaysia,Disneyland_HongKong
654253938,5,2018-12,United Kingdom,Disneyland_HongKong
654228557,5,2018-5,Thailand,Disneyland_HongKong
654157584,3,2018-9,Israel,Disneyland_HongKong
654067920,4,2018-10,United Kingdom,Disneyland_HongKong
654000440,5,2019-2,Hong Kong,Disneyland_HongKong
653876809,2,2019-2,Canada,Disneyland_HongKong
653848409,4,2019-2,Australia,Disneyland_HongKong
653844637,4,2018-12,Canada,Disneyland_HongKong
653828557,4,2018-12,Hong Kong,Disneyland_HongKong
653746393,5,2018-3,United Arab Emirates,Disneyland_HongKong
653600635,5,2018-5,Indonesia,Disneyland_HongKong
653600185,4,2018-6,Hong Kong,Disneyland_HongKong
653385350,5,2019-2,United States,Disneyland_HongKong
653253498,5,2019-2,United Kingdom,Disneyland_HongKong
653113919,4,2018-11,Philippines,Disneyland_HongKong
652448447,4,2018-12,Australia,Disneyland_HongKong
652359698,4,2019-2,South Korea,Disneyland_HongKong
652131848,5,2019-2,Philippines,Disneyland_HongKong
651951452,5,2018-10,Australia,Disneyland_HongKong
651942733,4,2019-2,Singapore,Disneyland_HongKong
651939148,4,2019-2,Singapore,Disneyland_HongKong
651604695,5,2019-1,Australia,Disneyland_HongKong
651588060,4,2019-1,United States,Disneyland_HongKong
651485228,4,2019-1,Indonesia,Disneyland_HongKong
651448936,5,2019-1,Philippines,Disneyland_HongKong
651344985,5,2018-9,Australia,Disneyland_HongKong
651254404,4,2019-2,Philippines,Disneyland_HongKong
651240969,5,2018-3,Indonesia,Disneyland_HongKong
651195099,3,2018-8,United Kingdom,Disneyland_HongKong
651174980,5,2019-1,United Kingdom,Disneyland_HongKong
651114926,4,2019-1,United States,Disneyland_HongKong
650970688,5,2019-2,Philippines,Disneyland_HongKong
650850341,5,2019-1,Malaysia,Disneyland_HongKong
650797943,5,2019-2,Philippines,Disneyland_HongKong
650783012,4,2018-9,Turkey,Disneyland_HongKong
650782318,4,2018-10,Philippines,Disneyland_HongKong
650641639,4,2019-1,United States,Disneyland_HongKong
650513695,4,2018-9,United Kingdom,Disneyland_HongKong
650483884,5,2019-1,United Arab Emirates,Disneyland_HongKong
650466595,4,2019-1,United Arab Emirates,Disneyland_HongKong
650430073,3,2018-5,Philippines,Disneyland_HongKong
650343570,5,2018-5,India,Disneyland_HongKong
650263974,5,2019-2,India,Disneyland_HongKong
650219396,3,2019-2,United States,Disneyland_HongKong
650042039,5,2019-1,Philippines,Disneyland_HongKong
649919324,5,2019-2,United States,Disneyland_HongKong
649821596,5,2019-2,Canada,Disneyland_HongKong
649697067,2,2019-2,Indonesia,Disneyland_HongKong
649615606,1,2019-2,Macau,Disneyland_HongKong
649505825,2,2018-12,South Africa,Disneyland_HongKong
648916547,5,2019-1,Hong Kong,Disneyland_HongKong
648883235,4,2018-12,Philippines,Disneyland_HongKong
648859281,5,2019-1,Singapore,Disneyland_HongKong
648849806,4,2018-4,Hong Kong,Disneyland_HongKong
648834070,3,2018-12,Hong Kong,Disneyland_HongKong
648807816,4,2019-1,New Zealand,Disneyland_HongKong
648754199,5,2019-1,Thailand,Disneyland_HongKong
648706924,5,2018-12,Hong Kong,Disneyland_HongKong
648628091,3,2018-12,Australia,Disneyland_HongKong
648484730,3,2019-1,Australia,Disneyland_HongKong
648472485,4,2019-1,Australia,Disneyland_HongKong
648444997,4,2018-12,Australia,Disneyland_HongKong
648300626,2,2019-1,Canada,Disneyland_HongKong
648121774,3,2019-1,Egypt,Disneyland_HongKong
648095539,3,2019-1,Australia,Disneyland_HongKong
648071099,5,2019-1,Indonesia,Disneyland_HongKong
647888575,4,2018-4,Australia,Disneyland_HongKong
647822351,1,2018-10,Canada,Disneyland_HongKong
647735670,5,2019-1,United Kingdom,Disneyland_HongKong
647667853,4,2019-1,Indonesia,Disneyland_HongKong
647569763,4,2018-2,United Arab Emirates,Disneyland_HongKong
647494425,5,2018-12,Australia,Disneyland_HongKong
647490301,5,2019-1,Australia,Disneyland_HongKong
647484797,4,2018-11,Singapore,Disneyland_HongKong
647465079,5,2018-10,Thailand,Disneyland_HongKong
647464939,3,2019-1,China,Disneyland_HongKong
647328225,1,2019-1,Australia,Disneyland_HongKong
647274482,5,2018-2,Philippines,Disneyland_HongKong
647135021,5,2019-1,Canada,Disneyland_HongKong
647092615,5,2019-1,Singapore,Disneyland_HongKong
647071571,3,2019-1,Australia,Disneyland_HongKong
647038712,4,missing,Philippines,Disneyland_HongKong
647001327,5,2018-2,Canada,Disneyland_HongKong
646913356,4,2019-1,Australia,Disneyland_HongKong
646901894,5,2019-1,United Kingdom,Disneyland_HongKong
646890539,4,2019-1,Qatar,Disneyland_HongKong
646858337,4,2019-1,United States,Disneyland_HongKong
646759861,5,2018-12,South Africa,Disneyland_HongKong
646753240,2,2019-1,United Kingdom,Disneyland_HongKong
646707544,5,2019-1,Hong Kong,Disneyland_HongKong
646701623,3,2019-1,United States,Disneyland_HongKong
646552469,4,2019-1,Australia,Disneyland_HongKong
646499502,3,2018-3,Mexico,Disneyland_HongKong
646476331,4,2019-1,Hong Kong,Disneyland_HongKong
646466731,3,missing,Singapore,Disneyland_HongKong
646446513,3,2018-12,Australia,Disneyland_HongKong
646423425,5,2018-12,United States,Disneyland_HongKong
646389071,5,2018-12,United States,Disneyland_HongKong
646322909,4,2018-10,Australia,Disneyland_HongKong
646243168,5,2018-7,Indonesia,Disneyland_HongKong
646223504,4,2019-1,Australia,Disneyland_HongKong
646219083,4,2019-1,Singapore,Disneyland_HongKong
646216848,5,2018-12,Mauritius,Disneyland_HongKong
646207587,5,2018-12,Australia,Disneyland_HongKong
646128887,5,2018-12,United States,Disneyland_HongKong
646006193,4,2018-12,United Kingdom,Disneyland_HongKong
645867904,5,2019-1,Australia,Disneyland_HongKong
645712423,3,2019-1,India,Disneyland_HongKong
645656734,5,2018-2,Philippines,Disneyland_HongKong
645351564,5,2018-12,United States,Disneyland_HongKong
645320905,5,2018-10,Indonesia,Disneyland_HongKong
645245762,5,2019-1,United Kingdom,Disneyland_HongKong
645088792,5,2019-1,Australia,Disneyland_HongKong
644888113,3,2019-1,Sweden,Disneyland_HongKong
644886121,4,2019-1,Singapore,Disneyland_HongKong
644757890,5,2019-1,China,Disneyland_HongKong
644753275,5,2019-1,United Kingdom,Disneyland_HongKong
644681559,3,2019-1,Australia,Disneyland_HongKong
644673956,4,2019-1,Indonesia,Disneyland_HongKong
644662728,4,2018-12,India,Disneyland_HongKong
644646494,5,2018-6,Philippines,Disneyland_HongKong
644615085,4,2019-1,Australia,Disneyland_HongKong
644533706,5,2019-1,United Kingdom,Disneyland_HongKong
644515261,5,2018-12,India,Disneyland_HongKong
644480787,5,2018-12,South Africa,Disneyland_HongKong
644435072,5,2019-1,Indonesia,Disneyland_HongKong
644423763,5,2019-1,Australia,Disneyland_HongKong
644391939,5,2019-1,United Kingdom,Disneyland_HongKong
644334601,4,2018-12,Hong Kong,Disneyland_HongKong
644234622,4,2019-1,United Kingdom,Disneyland_HongKong
644207802,5,2018-12,South Africa,Disneyland_HongKong
644198402,3,2019-1,Singapore,Disneyland_HongKong
644141104,5,2019-1,United Kingdom,Disneyland_HongKong
644117022,5,2018-12,Australia,Disneyland_HongKong
643982268,5,2019-1,South Africa,Disneyland_HongKong
643940730,5,2018-12,Canada,Disneyland_HongKong
643934456,4,2019-1,Singapore,Disneyland_HongKong
643895752,5,2018-12,United Kingdom,Disneyland_HongKong
643881415,4,2018-12,Indonesia,Disneyland_HongKong
643665572,5,2018-12,United States,Disneyland_HongKong
643654267,4,2019-1,United States,Disneyland_HongKong
643637259,5,2018-6,Singapore,Disneyland_HongKong
643624675,5,2018-5,Australia,Disneyland_HongKong
643475292,5,2018-12,Qatar,Disneyland_HongKong
643466960,5,2018-12,Mauritius,Disneyland_HongKong
643428162,4,2018-12,China,Disneyland_HongKong
643422295,3,2018-12,Thailand,Disneyland_HongKong
643272932,4,2019-1,Australia,Disneyland_HongKong
643162499,3,2018-12,Indonesia,Disneyland_HongKong
642957807,3,2018-12,Singapore,Disneyland_HongKong
642829300,5,2018-2,Indonesia,Disneyland_HongKong
642826840,5,2018-12,Mauritius,Disneyland_HongKong
642784080,5,2019-1,China,Disneyland_HongKong
642738471,3,2018-12,South Africa,Disneyland_HongKong
642585839,4,2018-1,Australia,Disneyland_HongKong
642556031,5,2018-12,Hong Kong,Disneyland_HongKong
642538330,3,2018-12,Philippines,Disneyland_HongKong
642534419,2,2018-12,Singapore,Disneyland_HongKong
642511654,5,2018-12,Malaysia,Disneyland_HongKong
642502799,4,2018-12,Brazil,Disneyland_HongKong
642344564,4,2018-12,Philippines,Disneyland_HongKong
642327741,4,2018-12,Indonesia,Disneyland_HongKong
642111285,5,2018-12,Malaysia,Disneyland_HongKong
641999778,5,2018-12,Kenya,Disneyland_HongKong
641971317,4,2018-3,Philippines,Disneyland_HongKong
641953389,5,2018-12,United States,Disneyland_HongKong
641925696,5,2018-11,Singapore,Disneyland_HongKong
641894325,5,2018-12,Hong Kong,Disneyland_HongKong
641702414,3,2018-12,Singapore,Disneyland_HongKong
641689804,5,2018-12,Malaysia,Disneyland_HongKong
641689558,5,2018-12,Philippines,Disneyland_HongKong
641687100,5,2018-12,Philippines,Disneyland_HongKong
641678126,4,2018-12,Malaysia,Disneyland_HongKong
641583766,5,2018-12,Qatar,Disneyland_HongKong
641504543,3,2018-12,India,Disneyland_HongKong
641443147,5,2018-12,Malaysia,Disneyland_HongKong
641438636,4,2018-12,Thailand,Disneyland_HongKong
641398372,5,2018-12,Singapore,Disneyland_HongKong
641371536,4,2018-12,India,Disneyland_HongKong
641242774,4,2018-11,Malaysia,Disneyland_HongKong
641140654,4,2018-12,Singapore,Disneyland_HongKong
641111690,5,2018-12,United Kingdom,Disneyland_HongKong
641092318,4,2018-10,Philippines,Disneyland_HongKong
640991784,4,2018-12,Singapore,Disneyland_HongKong
640946320,5,2018-1,South Africa,Disneyland_HongKong
640917244,5,2018-12,Indonesia,Disneyland_HongKong
640854028,3,2018-12,United Kingdom,Disneyland_HongKong
640835372,5,2018-11,India,Disneyland_HongKong
640833353,3,2018-12,United Kingdom,Disneyland_HongKong
640787340,5,2018-12,India,Disneyland_HongKong
640784882,4,2018-12,South Africa,Disneyland_HongKong
640758135,5,2018-12,United States,Disneyland_HongKong
640680060,5,2018-6,China,Disneyland_HongKong
640609104,5,2018-12,Philippines,Disneyland_HongKong
640446960,5,2018-12,Indonesia,Disneyland_HongKong
640308759,5,2018-12,Australia,Disneyland_HongKong
640301169,5,2018-12,Malaysia,Disneyland_HongKong
640284771,5,2018-12,New Zealand,Disneyland_HongKong
640281862,5,2018-12,United States,Disneyland_HongKong
640088922,3,2018-12,Philippines,Disneyland_HongKong
640065863,4,2018-12,Singapore,Disneyland_HongKong
639932146,5,2018-10,India,Disneyland_HongKong
639822407,5,2018-1,Indonesia,Disneyland_HongKong
639816954,5,2018-12,Singapore,Disneyland_HongKong
639724380,5,2018-8,United Kingdom,Disneyland_HongKong
639703920,4,2018-12,Singapore,Disneyland_HongKong
639675534,5,2018-12,Australia,Disneyland_HongKong
639651854,5,2018-12,Singapore,Disneyland_HongKong
639591287,5,2018-12,Singapore,Disneyland_HongKong
639588094,5,2018-12,Canada,Disneyland_HongKong
639544170,3,2018-12,Canada,Disneyland_HongKong
639526309,3,2018-12,Australia,Disneyland_HongKong
639493185,5,2018-11,India,Disneyland_HongKong
639385882,5,2018-12,Singapore,Disneyland_HongKong
639377595,4,2018-12,Singapore,Disneyland_HongKong
639248372,5,2018-11,India,Disneyland_HongKong
639176495,5,2018-12,Singapore,Disneyland_HongKong
639119522,4,2018-12,Malaysia,Disneyland_HongKong
639082709,4,2018-12,Singapore,Disneyland_HongKong
639080102,5,2018-2,Hong Kong,Disneyland_HongKong
639048510,4,2018-12,Thailand,Disneyland_HongKong
639041135,4,2018-11,Malaysia,Disneyland_HongKong
639039779,4,2018-10,Hong Kong,Disneyland_HongKong
639032959,4,2018-12,Hong Kong,Disneyland_HongKong
638867384,4,2018-12,Singapore,Disneyland_HongKong
638754324,4,2018-12,Malaysia,Disneyland_HongKong
638739579,5,2018-6,Australia,Disneyland_HongKong
638701393,5,2018-10,Hong Kong,Disneyland_HongKong
638511615,2,2018-11,Philippines,Disneyland_HongKong
638485655,5,2018-8,Hong Kong,Disneyland_HongKong
638479949,4,2018-11,Canada,Disneyland_HongKong
638478152,5,2018-10,India,Disneyland_HongKong
638438046,4,2018-4,Hong Kong,Disneyland_HongKong
638437626,4,2018-12,Australia,Disneyland_HongKong
638399078,5,2018-10,United States,Disneyland_HongKong
638229418,5,2018-4,Philippines,Disneyland_HongKong
638139255,4,2018-12,United Kingdom,Disneyland_HongKong
637971019,3,2018-1,South Africa,Disneyland_HongKong
637934986,3,2018-12,China,Disneyland_HongKong
637824402,5,2018-11,United Kingdom,Disneyland_HongKong
637801329,5,2018-10,Philippines,Disneyland_HongKong
637717411,4,2018-12,Philippines,Disneyland_HongKong
637646223,5,2018-12,Singapore,Disneyland_HongKong
637558796,4,2018-11,United Kingdom,Disneyland_HongKong
637537249,5,2018-12,United States,Disneyland_HongKong
637360774,4,2018-12,Australia,Disneyland_HongKong
637328126,4,2018-11,Philippines,Disneyland_HongKong
637245098,5,2018-11,United States,Disneyland_HongKong
637237172,5,2018-3,South Africa,Disneyland_HongKong
637203765,1,2018-11,Thailand,Disneyland_HongKong
637124175,5,2018-1,Malaysia,Disneyland_HongKong
637121787,5,2018-10,Hong Kong,Disneyland_HongKong
637088934,5,2018-10,United States,Disneyland_HongKong
637051404,4,2018-11,United States,Disneyland_HongKong
637027244,5,2018-10,Canada,Disneyland_HongKong
636984092,5,2018-11,Australia,Disneyland_HongKong
636976244,5,2018-10,South Korea,Disneyland_HongKong
